Date,Time,Transport_Mode,Route,Start_Location,End_Location,Distance_km,Passenger_Count,Delay_Duration_min,CO2_Emissions_kg,Satisfaction_Score
2025-05-24,06:15,Bus,B-61,City Center,South District,11.8,34,19,1.18,2.0
2025-05-24,11:45,Bus,B-43,City Center,North District,6.7,52,8,0.67,5.0
2025-05-24,18:00,Bus,B-94,North District,East District,9.4,48,10,0.94,4.0
2025-05-25,06:30,Metro,M-Blue,East District,South District,22.1,467,3,0.66,5.0
2025-05-25,12:15,Rail,R-Express,West District,South District,35.9,604,0,1.79,4.0
2025-05-25,14:15,Tram,T-10,East District,City Center,3.0,88,0,0.12,4.0
2025-05-25,15:15,Bus,B-61,City Center,South District,4.4,26,7,0.44,4.0
2025-05-25,15:15,Tram,T-2,City Center,East District,6.3,123,5,0.25,4.0
2025-05-25,15:30,Metro,M-Green,North District,South District,25.5,126,9,0.77,4.0
2025-05-25,21:45,Metro,M-Green,East District,South District,27.6,361,0,0.83,4.0
2025-05-26,05:00,Bus,B-42,North District,City Center,9.1,26,0,0.91,3.0
2025-05-26,06:30,Bus,B-30,North District,East District,5.6,43,11,0.56,2.0
2025-05-26,07:15,Bus,B-54,West District,South District,12.5,19,8,1.25,1.0
2025-05-26,08:45,Rail,R-Local,West District,South District,77.4,276,0,3.87,2.0
2025-05-26,17:30,Metro,M-Yellow,North District,East District,15.3,259,5,0.46,4.0
2025-05-26,18:15,Rail,R-Express,North District,East District,55.6,298,0,2.78,3.0
2025-05-26,18:30,Bus,B-66,South District,East District,2.4,72,7,0.24,
2025-05-26,23:45,Bus,B-68,North District,West District,12.7,66,29,1.27,3.0
2025-05-27,07:00,Metro,M-Blue,North District,West District,14.7,250,0,0.44,2.0
2025-05-27,07:30,Tram,T-1,South District,West District,9.6,55,0,0.38,
2025-05-27,07:45,Shared Cycling,Cycle-Share,North District,West District,0.5,1,0,0.0,4.0
2025-05-27,10:45,Shared Cycling,Cycle-Share,West District,North District,3.2,1,0,0.0,4.0
2025-05-27,12:30,Rail,R-Local,North District,City Center,61.9,611,0,3.1,3.0
2025-05-27,17:15,Bus,B-35,North District,East District,13.9,30,0,1.39,2.0
2025-05-27,20:45,Rail,R-Local,North District,South District,76.0,253,10,3.8,2.0
2025-05-27,21:30,Tram,T-15,South District,West District,3.9,44,5,0.16,4.0
2025-05-27,23:00,Metro,M-Green,South District,West District,8.2,390,0,0.25,5.0
2025-05-28,07:00,Bus,B-31,City Center,North District,12.3,27,8,1.23,2.0
2025-05-28,09:00,Metro,M-Yellow,East District,South District,27.1,379,6,0.81,3.0
2025-05-28,13:15,Metro,M-Blue,City Center,West District,6.7,508,4,0.2,2.0
2025-05-28,14:15,Rail,R-Express,East District,South District,46.3,496,21,2.31,2.0
2025-05-28,14:15,Tram,T-8,East District,South District,4.5,92,0,0.18,3.0
2025-05-28,18:30,Bus,B-78,West District,East District,8.7,52,0,0.87,3.0
2025-05-28,22:00,Metro,M-Yellow,City Center,South District,6.2,271,7,0.19,3.0
2025-05-28,22:45,Bus,B-53,City Center,East District,9.4,19,12,0.94,3.0
2025-05-28,23:00,Rail,R-Express,West District,South District,72.8,388,2,3.64,4.0
2025-05-29,07:45,Metro,M-Green,South District,West District,28.0,214,0,0.84,2.0
2025-05-29,10:45,Metro,M-Green,City Center,South District,23.5,483,0,0.7,4.0
2025-05-29,11:00,Rail,R-Express,East District,West District,22.0,146,20,1.1,4.0
2025-05-29,13:15,Tram,T-6,South District,West District,8.8,86,0,0.35,3.0
2025-05-29,17:15,Bus,B-33,North District,East District,2.5,40,7,0.25,
2025-05-29,19:00,Bus,B-70,North District,South District,6.9,27,0,0.69,3.0
2025-05-30,09:30,Metro,M-Red,North District,West District,18.7,260,2,0.56,4.0
2025-05-30,10:30,Metro,M-Yellow,South District,West District,10.1,306,0,0.3,5.0
2025-05-30,13:30,Rail,R-Local,North District,East District,49.6,322,0,2.48,5.0
2025-05-30,23:45,Bus,B-13,West District,South District,5.7,49,2,0.57,3.0
2025-05-31,10:45,Rail,R-Express,East District,North District,35.2,371,44,1.76,4.0
2025-05-31,11:15,Bus,B-15,South District,City Center,9.0,56,17,0.9,3.0
2025-05-31,12:45,Bus,B-28,East District,North District,9.2,40,31,0.92,4.0
2025-05-31,13:30,Bus,B-77,City Center,East District,3.0,34,0,0.3,4.0
2025-05-31,16:30,Bus,B-50,North District,South District,10.9,32,16,1.09,3.0
2025-05-31,17:00,Bus,B-66,East District,North District,3.9,55,16,0.39,3.0
2025-05-31,22:15,Bus,B-87,City Center,East District,9.5,41,8,0.95,2.0
2025-06-01,09:00,Metro,M-Blue,West District,East District,7.5,50,0,0.22,5.0
2025-06-01,10:45,Bus,B-58,South District,North District,8.7,26,0,0.87,
2025-06-01,14:00,Bus,B-63,South District,North District,7.5,34,0,0.75,4.0
2025-06-01,15:45,Shared Cycling,Cycle-Share,North District,West District,4.7,1,0,0.0,4.0
2025-06-01,19:15,Shared Cycling,Cycle-Share,West District,South District,2.4,1,0,0.0,4.0
2025-06-01,20:30,Bus,B-35,City Center,East District,8.7,56,19,0.87,3.0
2025-06-01,21:00,Bus,B-86,East District,West District,6.4,38,11,0.64,3.0
2025-06-01,22:00,Tram,T-8,East District,South District,9.6,60,2,0.38,2.0
2025-06-01,23:45,Bus,B-40,North District,South District,2.2,35,13,0.22,2.0
2025-06-02,06:00,Bus,B-27,West District,North District,8.8,40,0,0.88,4.0
2025-06-02,14:00,Bus,B-35,East District,North District,3.8,50,20,0.38,4.0
2025-06-02,19:30,Metro,M-Blue,South District,West District,7.3,228,5,0.22,5.0
2025-06-02,21:15,Tram,T-14,South District,City Center,3.5,119,5,0.14,2.0
2025-06-02,21:30,Bus,B-58,East District,West District,10.7,31,0,1.07,4.0
2025-06-03,10:30,Metro,M-Green,North District,City Center,10.1,160,0,0.3,4.0
2025-06-03,11:30,Metro,M-Red,North District,City Center,20.3,392,0,0.61,2.0
2025-06-03,12:00,Metro,M-Blue,West District,South District,13.6,315,0,0.41,3.0
2025-06-03,13:30,Bus,B-31,East District,South District,12.9,64,15,1.29,2.0
2025-06-03,13:45,Shared Cycling,Cycle-Share,North District,West District,0.9,1,0,0.0,4.0
2025-06-03,14:30,Rail,R-Local,West District,City Center,61.3,346,25,3.06,2.0
2025-06-03,18:00,Tram,T-6,East District,West District,8.2,76,9,0.33,3.0
2025-06-03,20:30,Bus,B-19,North District,West District,8.5,36,0,0.85,2.0
2025-06-04,07:00,Metro,M-Red,North District,South District,13.1,503,2,0.39,4.0
2025-06-04,07:30,Rail,R-Express,East District,West District,38.8,188,0,1.94,4.0
2025-06-04,08:00,Metro,M-Green,South District,North District,15.1,251,3,0.45,2.0
2025-06-04,10:00,Bus,B-49,South District,East District,4.4,31,0,0.44,2.0
2025-06-04,12:45,Metro,M-Yellow,South District,City Center,17.7,378,1,0.53,4.0
2025-06-04,17:30,Shared Cycling,Cycle-Share,West District,South District,4.3,1,0,0.0,4.0
2025-06-04,18:00,Tram,T-9,North District,West District,5.9,47,5,0.24,2.0
2025-06-04,19:45,Bus,B-37,South District,West District,8.1,14,18,0.81,5.0
2025-06-04,21:45,Rail,R-Local,North District,West District,28.4,123,7,1.42,3.0
2025-06-04,23:00,Tram,T-9,East District,South District,2.4,52,1,0.1,4.0
2025-06-05,12:30,Metro,M-Green,North District,East District,6.9,429,10,0.21,4.0
2025-06-05,14:45,Bus,B-37,North District,City Center,12.3,48,23,1.23,1.0
2025-06-05,15:30,Bus,B-83,South District,North District,2.2,39,0,0.22,2.0
2025-06-05,17:00,Tram,T-3,East District,South District,6.8,85,9,0.27,4.0
2025-06-05,20:15,Metro,M-Yellow,South District,West District,12.2,280,4,0.37,
2025-06-05,20:45,Metro,M-Blue,East District,South District,16.6,304,4,0.5,3.0
2025-06-05,21:30,Bus,B-42,East District,City Center,11.0,44,11,1.1,3.0
2025-06-06,08:45,Bus,B-31,West District,South District,3.1,55,0,0.31,2.0
2025-06-06,09:45,Metro,M-Yellow,East District,City Center,23.9,462,0,0.72,5.0
2025-06-06,14:45,Metro,M-Green,West District,East District,10.0,385,4,0.3,4.0
2025-06-06,17:30,Metro,M-Green,North District,West District,8.0,106,0,0.24,2.0
2025-06-06,19:30,Bus,B-63,City Center,North District,3.1,42,0,0.31,2.0
2025-06-07,05:30,Rail,R-Express,East District,South District,77.6,336,22,3.88,1.0
2025-06-07,10:30,Tram,T-12,West District,City Center,9.4,52,0,0.38,5.0
2025-06-07,11:45,Rail,R-Express,North District,City Center,32.3,71,0,1.61,4.0
2025-06-07,13:15,Metro,M-Green,City Center,North District,9.6,187,5,0.29,4.0
2025-06-07,20:00,Tram,T-9,East District,City Center,6.8,95,9,0.27,4.0
2025-06-07,22:45,Bus,B-19,West District,North District,14.4,28,1,1.44,3.0
2025-06-08,05:30,Bus,B-93,North District,City Center,7.0,19,8,0.7,3.0
2025-06-08,07:00,Metro,M-Blue,East District,City Center,23.8,420,1,0.71,5.0
2025-06-08,15:00,Bus,B-97,City Center,West District,7.9,2,7,0.79,3.0
2025-06-08,15:00,Bus,B-92,South District,East District,9.5,30,0,0.95,4.0
2025-06-08,16:00,Bus,B-96,South District,City Center,9.0,28,15,0.9,3.0
2025-06-08,19:15,Bus,B-46,City Center,West District,4.1,32,34,0.41,4.0
2025-06-08,19:30,Metro,M-Green,City Center,East District,9.9,112,7,0.3,4.0
2025-06-08,22:15,Bus,B-19,North District,South District,11.5,23,7,1.15,3.0
2025-06-08,22:15,Shared Cycling,Cycle-Share,South District,North District,3.9,1,0,0.0,4.0
2025-06-08,22:30,Tram,T-12,South District,West District,2.2,92,0,0.09,3.0
2025-06-08,22:45,Metro,M-Red,South District,North District,22.8,95,3,0.68,5.0
2025-06-08,23:30,Metro,M-Blue,North District,South District,25.2,215,5,0.76,3.0
2025-06-09,05:30,Bus,B-71,North District,West District,13.3,26,0,1.33,2.0
2025-06-09,11:45,Bus,B-43,North District,City Center,12.0,33,2,1.2,3.0
2025-06-09,14:45,Bus,B-90,East District,North District,8.1,39,5,0.81,2.0
2025-06-09,17:00,Metro,M-Red,City Center,South District,11.9,446,6,0.36,4.0
2025-06-09,18:45,Tram,T-7,North District,East District,9.0,125,0,0.36,4.0
2025-06-09,19:30,Bus,B-43,West District,City Center,13.4,35,2,1.34,4.0
2025-06-10,08:00,Rail,R-Express,North District,West District,55.4,437,28,2.77,3.0
2025-06-10,10:00,Metro,M-Blue,South District,North District,28.8,280,6,0.86,3.0
2025-06-10,11:30,Metro,M-Red,West District,City Center,21.7,352,0,0.65,3.0
2025-06-10,13:00,Bus,B-16,North District,City Center,7.3,53,25,0.73,2.0
2025-06-10,14:00,Bus,B-53,East District,West District,15.0,35,0,1.5,3.0
2025-06-10,15:45,Shared Cycling,Cycle-Share,North District,City Center,4.2,1,0,0.0,3.0
2025-06-10,20:30,Bus,B-85,City Center,East District,6.1,53,0,0.61,2.0
2025-06-10,21:00,Shared Cycling,Cycle-Share,North District,South District,4.9,1,0,0.0,4.0
2025-06-10,23:00,Bus,B-27,City Center,North District,4.0,41,2,0.4,2.0
2025-06-10,23:15,Bus,B-88,South District,North District,9.6,45,6,0.96,1.0
2025-06-11,05:45,Bus,B-48,West District,City Center,6.9,34,8,0.69,4.0
2025-06-11,11:45,Metro,M-Green,City Center,North District,8.5,326,8,0.26,4.0
2025-06-11,14:30,Bus,B-31,City Center,West District,6.7,48,3,0.67,3.0
2025-06-11,14:45,Tram,T-2,South District,City Center,3.0,45,7,0.12,3.0
2025-06-11,18:15,Metro,M-Blue,City Center,North District,13.2,355,8,0.4,3.0
2025-06-11,19:45,Bus,B-10,City Center,North District,7.1,46,0,0.71,2.0
2025-06-11,22:00,Metro,M-Blue,West District,South District,26.1,340,8,0.78,3.0
2025-06-11,23:15,Shared Cycling,Cycle-Share,North District,West District,4.5,1,0,0.0,4.0
2025-06-12,12:00,Metro,M-Green,North District,East District,18.4,306,0,0.55,3.0
2025-06-12,13:00,Tram,T-1,South District,City Center,6.9,67,0,0.28,3.0
2025-06-12,13:15,Bus,B-59,South District,East District,6.6,73,0,0.66,3.0
2025-06-12,18:45,Metro,M-Yellow,City Center,West District,5.2,297,3,0.16,4.0
2025-06-13,07:30,Bus,B-87,South District,City Center,13.1,38,2,1.31,1.0
2025-06-13,08:30,Bus,B-95,North District,East District,4.6,36,0,0.46,2.0
2025-06-13,10:45,Metro,M-Blue,East District,South District,5.1,409,0,0.15,
2025-06-13,15:45,Bus,B-59,West District,City Center,2.8,38,5,0.28,
2025-06-13,16:15,Metro,M-Blue,South District,North District,22.4,262,9,0.67,3.0
2025-06-13,21:30,Rail,R-Local,North District,West District,25.1,515,40,1.26,4.0
2025-06-14,11:45,Rail,R-Local,South District,East District,74.3,574,14,3.71,3.0
2025-06-14,13:15,Metro,M-Yellow,City Center,South District,25.5,208,8,0.77,3.0
2025-06-14,17:45,Bus,B-17,South District,City Center,9.3,32,0,0.93,2.0
2025-06-14,20:00,Metro,M-Green,East District,North District,28.1,130,1,0.84,3.0
2025-06-14,20:30,Bus,B-54,North District,City Center,13.7,50,0,1.37,3.0
2025-06-14,23:45,Metro,M-Red,West District,City Center,13.9,311,8,0.42,2.0
2025-06-15,07:30,Tram,T-9,City Center,South District,2.7,38,3,0.11,2.0
2025-06-15,12:45,Bus,B-68,South District,West District,3.3,11,4,0.33,2.0
2025-06-15,17:00,Metro,M-Yellow,West District,South District,25.7,240,6,0.77,5.0
2025-06-15,17:00,Tram,T-13,North District,South District,8.3,104,4,0.33,2.0
2025-06-15,17:45,Bus,B-43,East District,West District,13.3,41,0,1.33,1.0
2025-06-15,18:30,Metro,M-Blue,City Center,South District,13.1,417,0,0.39,3.0
2025-06-15,22:15,Tram,T-5,South District,West District,7.7,45,10,0.31,4.0
2025-06-16,05:15,Bus,B-75,North District,South District,7.5,53,3,0.75,5.0
2025-06-16,07:15,Bus,B-13,North District,East District,8.5,53,16,0.85,2.0
2025-06-16,10:30,Bus,B-81,North District,East District,7.1,28,18,0.71,3.0
2025-06-16,15:15,Tram,T-11,South District,West District,7.8,86,0,0.31,4.0
2025-06-16,16:30,Metro,M-Green,South District,North District,6.6,347,0,0.2,3.0
2025-06-16,23:30,Bus,B-24,North District,South District,8.0,29,7,0.8,1.0
2025-06-17,06:45,Shared Cycling,Cycle-Share,South District,City Center,4.8,1,0,0.0,4.0
2025-06-17,11:15,Bus,B-32,West District,South District,7.2,30,16,0.72,1.0
2025-06-17,12:45,Shared Cycling,Cycle-Share,City Center,South District,0.6,1,0,0.0,4.0
2025-06-17,13:00,Bus,B-71,North District,East District,11.8,13,0,1.18,3.0
2025-06-17,16:15,Tram,T-7,City Center,West District,2.4,58,0,0.1,4.0
2025-06-17,17:45,Tram,T-5,West District,North District,2.9,89,0,0.12,3.0
2025-06-17,19:00,Bus,B-40,North District,West District,4.7,47,7,0.47,3.0
2025-06-17,20:30,Bus,B-16,City Center,North District,14.6,51,0,1.46,2.0
2025-06-17,22:45,Rail,R-Express,City Center,West District,65.9,430,19,3.3,1.0
2025-06-18,06:45,Bus,B-75,City Center,West District,7.4,32,6,0.74,3.0
2025-06-18,08:15,Metro,M-Blue,South District,City Center,21.2,418,1,0.64,3.0
2025-06-18,10:45,Bus,B-26,North District,City Center,11.8,23,14,1.18,4.0
2025-06-18,16:30,Bus,B-20,South District,West District,8.9,60,24,0.89,3.0
2025-06-18,18:30,Bus,B-36,South District,North District,7.8,65,0,0.78,2.0
2025-06-18,20:45,Metro,M-Green,East District,South District,16.8,238,7,0.5,3.0
2025-06-18,22:00,Metro,M-Yellow,East District,City Center,19.3,335,3,0.58,3.0
2025-06-19,07:30,Bus,B-48,City Center,North District,3.2,52,0,0.32,4.0
2025-06-19,08:00,Tram,T-15,West District,South District,2.5,56,0,0.1,3.0
2025-06-19,08:30,Bus,B-73,City Center,East District,10.0,27,15,1.0,1.0
2025-06-19,09:00,Rail,R-Local,West District,North District,36.4,509,0,1.82,3.0
2025-06-19,11:00,Tram,T-1,South District,West District,2.2,81,0,0.09,3.0
2025-06-19,14:45,Metro,M-Blue,South District,East District,9.3,497,0,0.28,4.0
2025-06-19,15:15,Bus,B-98,City Center,North District,7.0,7,3,0.7,3.0
2025-06-19,23:45,Bus,B-18,City Center,East District,14.6,46,20,1.46,3.0
2025-06-20,06:15,Metro,M-Yellow,South District,East District,12.8,431,7,0.38,2.0
2025-06-20,09:00,Shared Cycling,Cycle-Share,City Center,East District,3.3,1,0,0.0,4.0
2025-06-20,09:00,Metro,M-Yellow,East District,South District,15.5,294,11,0.46,4.0
2025-06-20,12:15,Metro,M-Yellow,City Center,South District,21.5,298,0,0.65,4.0
2025-06-20,16:00,Tram,T-4,North District,West District,7.9,52,1,0.32,3.0
2025-06-20,17:15,Metro,M-Green,West District,North District,11.5,224,3,0.34,2.0
2025-06-20,17:45,Bus,B-94,East District,South District,7.5,43,0,0.75,4.0
2025-06-20,21:45,Metro,M-Green,City Center,North District,5.8,462,3,0.17,4.0
2025-06-20,23:45,Shared Cycling,Cycle-Share,West District,East District,0.5,1,0,0.0,3.0
2025-06-21,13:00,Metro,M-Blue,South District,East District,12.5,390,0,0.38,4.0
2025-06-21,15:15,Metro,M-Yellow,City Center,West District,15.0,162,10,0.45,4.0
2025-06-21,17:00,Shared Cycling,Cycle-Share,West District,City Center,1.3,1,0,0.0,4.0
2025-06-21,17:15,Bus,B-82,South District,City Center,8.1,29,0,0.81,3.0
2025-06-22,10:30,Metro,M-Red,North District,West District,16.3,266,0,0.49,3.0
2025-06-22,12:00,Bus,B-54,East District,West District,13.4,45,5,1.34,3.0
2025-06-22,12:30,Bus,B-34,South District,West District,9.0,50,8,0.9,2.0
2025-06-22,16:15,Metro,M-Red,West District,North District,24.1,396,5,0.72,3.0
2025-06-22,18:15,Tram,T-2,City Center,South District,2.4,98,0,0.1,2.0
2025-06-22,20:15,Metro,M-Blue,South District,West District,6.2,319,0,0.19,3.0
2025-06-22,22:45,Metro,M-Blue,North District,South District,17.6,346,2,0.53,3.0
2025-06-23,09:00,Rail,R-Express,West District,East District,63.0,311,14,3.15,1.0
2025-06-23,10:00,Metro,M-Yellow,South District,North District,11.9,182,0,0.36,3.0
2025-06-23,16:45,Bus,B-28,South District,North District,10.3,22,0,1.03,4.0
2025-06-23,17:15,Bus,B-98,North District,East District,7.5,48,0,0.75,3.0
2025-06-23,19:00,Shared Cycling,Cycle-Share,West District,East District,2.4,1,0,0.0,5.0
2025-06-23,20:15,Metro,M-Green,North District,West District,15.6,252,5,0.47,3.0
2025-06-23,21:00,Bus,B-35,North District,South District,5.1,36,4,0.51,4.0
2025-06-23,21:00,Shared Cycling,Cycle-Share,South District,West District,4.0,1,0,0.0,5.0
2025-06-23,22:15,Metro,M-Red,East District,South District,16.5,353,0,0.49,3.0
2025-06-23,22:45,Metro,M-Red,West District,North District,16.2,364,0,0.49,5.0
2025-06-23,23:00,Metro,M-Red,South District,North District,24.3,384,0,0.73,5.0
2025-06-24,07:15,Metro,M-Yellow,South District,East District,15.3,401,3,0.46,4.0
2025-06-24,09:15,Metro,M-Blue,South District,City Center,20.0,211,6,0.6,3.0
2025-06-24,09:45,Bus,B-98,City Center,North District,6.1,51,0,0.61,2.0
2025-06-24,11:00,Bus,B-44,West District,South District,8.7,16,0,0.87,3.0
2025-06-24,15:30,Metro,M-Blue,City Center,West District,9.6,208,1,0.29,3.0
2025-06-24,15:45,Tram,T-13,City Center,East District,4.3,76,5,0.17,3.0
2025-06-24,17:30,Rail,R-Express,East District,City Center,30.8,297,0,1.54,3.0
2025-06-24,21:30,Bus,B-89,North District,City Center,7.7,30,0,0.77,3.0
2025-06-24,23:45,Metro,M-Blue,City Center,South District,24.4,160,1,0.73,2.0
2025-06-25,09:45,Rail,R-Local,North District,West District,53.7,80,6,2.69,2.0
2025-06-25,15:45,Bus,B-51,West District,City Center,14.0,44,19,1.4,2.0
2025-06-26,05:00,Bus,B-89,City Center,West District,6.6,35,13,0.66,4.0
2025-06-26,09:30,Tram,T-7,South District,West District,6.6,90,0,0.26,4.0
2025-06-26,09:45,Metro,M-Yellow,City Center,North District,13.7,406,14,0.41,3.0
2025-06-26,10:00,Metro,M-Blue,West District,City Center,15.8,330,5,0.47,3.0
2025-06-26,10:30,Rail,R-Express,South District,City Center,52.1,473,38,2.61,3.0
2025-06-26,11:45,Bus,B-30,East District,City Center,4.2,45,0,0.42,4.0
2025-06-26,12:15,Bus,B-92,North District,West District,2.2,31,13,0.22,3.0
2025-06-26,21:30,Tram,T-7,North District,West District,9.8,74,1,0.39,4.0
2025-06-26,23:00,Metro,M-Blue,East District,South District,29.5,239,9,0.89,5.0
2025-06-27,13:00,Rail,R-Express,City Center,West District,53.7,223,29,2.69,2.0
2025-06-27,15:45,Rail,R-Express,West District,East District,57.5,311,17,2.88,3.0
2025-06-27,23:15,Tram,T-12,City Center,North District,2.6,103,4,0.1,3.0
2025-06-28,11:30,Metro,M-Red,East District,City Center,22.2,263,9,0.67,2.0
2025-06-28,13:30,Tram,T-8,West District,City Center,2.4,98,6,0.1,4.0
2025-06-28,18:45,Tram,T-10,East District,City Center,8.6,66,4,0.34,2.0
2025-06-28,19:30,Tram,T-9,South District,West District,9.1,79,5,0.36,4.0
2025-06-29,06:00,Tram,T-3,West District,City Center,9.5,35,7,0.38,3.0
2025-06-29,07:15,Metro,M-Red,West District,City Center,13.7,272,0,0.41,4.0
2025-06-29,08:45,Metro,M-Blue,West District,North District,29.8,328,11,0.89,2.0
2025-06-29,16:30,Shared Cycling,Cycle-Share,North District,City Center,3.2,1,0,0.0,4.0
2025-06-29,16:45,Rail,R-Local,East District,City Center,31.9,576,14,1.59,1.0
2025-06-29,17:00,Metro,M-Yellow,City Center,East District,8.3,345,0,0.25,
2025-06-29,18:15,Bus,B-40,East District,North District,5.7,65,0,0.57,4.0
2025-06-29,22:15,Metro,M-Red,West District,North District,19.8,368,9,0.59,3.0
2025-06-30,06:45,Bus,B-99,West District,East District,14.8,22,0,1.48,2.0
